page_title,edits,rank,time
User:Eeekster/CSD_log,812,71,2011-07-01T00:00:00.000Z
Project talk:Arbitration_Committee,810,72,2011-07-01T00:00:00.000Z
,804,73,2011-07-01T00:00:00.000Z
Big_Brother_13_(American_season),788,74,2011-07-01T00:00:00.000Z
South_Sudan,787,75,2011-07-01T00:00:00.000Z
Project:WikiProject_Guild_of_Copy_Editors/Backlog_elimination_drives/July_2011,756,76,2011-07-01T00:00:00.000Z
Talk:Militant_atheism,755,77,2011-07-01T00:00:00.000Z
Project:Village_pump_(technical),750,78,2011-07-01T00:00:00.000Z
Project:Toolserver/status,748,79,2011-07-01T00:00:00.000Z
International_recognition_of_South_Sudan,747,80,2011-07-01T00:00:00.000Z
User:JamesR/AdminStats,732,81,2011-07-01T00:00:00.000Z
Project:Community_portal/Opentask,715,82,2011-07-01T00:00:00.000Z
User:Tempac3/sandbox,705,83,2011-07-01T00:00:00.000Z
User:JaGa/Short_leaderboard,702,84,2011-07-01T00:00:00.000Z
Project talk:Verifiability,699,85,2011-07-01T00:00:00.000Z
Talk:Main_Page,699,86,2011-07-01T00:00:00.000Z
User:BeenAroundAWhile/Sandbox,696,87,2011-07-01T00:00:00.000Z
Template:AfC_statistics,689,88,2011-07-01T00:00:00.000Z
Project:Main_Page/Errors,682,89,2011-07-01T00:00:00.000Z
Talk:Chinese_civilization,679,90,2011-07-01T00:00:00.000Z
Nome_Gold_Rush,676,91,2011-07-01T00:00:00.000Z
Project:Reference_desk/Mathematics,676,92,2011-07-01T00:00:00.000Z
Talk:New_York_v._Strauss-Kahn,661,93,2011-07-01T00:00:00.000Z
User:TedderBot/CurrentPruneBot/census,648,94,2011-07-01T00:00:00.000Z
User talk:Legolas2186,644,95,2011-07-01T00:00:00.000Z
Richard_Nixon,641,96,2011-07-01T00:00:00.000Z
Project:Media_copyright_questions,640,97,2011-07-01T00:00:00.000Z
Project:Arbitration/Requests/Case,635,98,2011-07-01T00:00:00.000Z
Project:GLAM/British_Library/Philately,633,99,2011-07-01T00:00:00.000Z
Talk:Kurmi,626,100,2011-07-01T00:00:00.000Z
User:West.andrew.g/Dead_links,11602,1,2011-08-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,7944,2,2011-08-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,7144,3,2011-08-01T00:00:00.000Z
Project:Sandbox,6950,4,2011-08-01T00:00:00.000Z
User:AmandaNP/UAA/Time,5969,5,2011-08-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,5257,6,2011-08-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,4678,7,2011-08-01T00:00:00.000Z
2011_England_riots,3724,8,2011-08-01T00:00:00.000Z
Project:Reference_desk/Science,3645,9,2011-08-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3047,10,2011-08-01T00:00:00.000Z
Project:Reference_desk/Humanities,3045,11,2011-08-01T00:00:00.000Z
Project:Requests_for_page_protection,2940,12,2011-08-01T00:00:00.000Z
Project:Help_desk,2839,13,2011-08-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,2776,14,2011-08-01T00:00:00.000Z
Project:WikiProject_Chemicals/Index,2253,15,2011-08-01T00:00:00.000Z
Project:In_the_news/Candidates,2118,16,2011-08-01T00:00:00.000Z
Hurricane_Irene,2085,17,2011-08-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,1738,18,2011-08-01T00:00:00.000Z
Project talk:Did_you_know,1725,19,2011-08-01T00:00:00.000Z
Talk:Death_of_Caylee_Anthony,1724,20,2011-08-01T00:00:00.000Z
Project:WikiProject_Pharmacology/Index,1698,21,2011-08-01T00:00:00.000Z
User:PointBot/log,1697,22,2011-08-01T00:00:00.000Z
Talk:2011_England_riots,1653,23,2011-08-01T00:00:00.000Z
Project:Reference_desk/Language,1618,24,2011-08-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1550,25,2011-08-01T00:00:00.000Z
User talk:Jimbo_Wales,1499,26,2011-08-01T00:00:00.000Z
User:VeblenBot/SPERtable,1473,27,2011-08-01T00:00:00.000Z
Battle_of_Tripoli_(2011),1471,28,2011-08-01T00:00:00.000Z
User:VeblenBot/PERtable,1471,29,2011-08-01T00:00:00.000Z
User:X!/RfX_Report,1446,30,2011-08-01T00:00:00.000Z
Talk:Chinese_civilization,1416,31,2011-08-01T00:00:00.000Z
Project:Reference_desk/Computing,1393,32,2011-08-01T00:00:00.000Z
2011_Atlantic_hurricane_season,1315,33,2011-08-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1299,34,2011-08-01T00:00:00.000Z
2011_FIFA_U-20_World_Cup,1290,35,2011-08-01T00:00:00.000Z
Project:Open_proxy_detection,1283,36,2011-08-01T00:00:00.000Z
Project talk:Verifiability,1277,37,2011-08-01T00:00:00.000Z
Klondike_Gold_Rush,1252,38,2011-08-01T00:00:00.000Z
Project:Administrators'_noticeboard,1243,39,2011-08-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1233,40,2011-08-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1181,41,2011-08-01T00:00:00.000Z
User:Δ/Sandbox,1176,42,2011-08-01T00:00:00.000Z
Deaths_in_2011,1174,43,2011-08-01T00:00:00.000Z
Project:Changing_username/Simple,1143,44,2011-08-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1133,45,2011-08-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,1132,46,2011-08-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,1132,47,2011-08-01T00:00:00.000Z
Project:Good_article_nominations,1130,48,2011-08-01T00:00:00.000Z
Celebrity_Big_Brother_(British_series_8),1119,49,2011-08-01T00:00:00.000Z
User talk:ImageTaggingBot/log,1107,50,2011-08-01T00:00:00.000Z
2011_Virginia_earthquake,1101,51,2011-08-01T00:00:00.000Z
Project:Categories_for_discussion/Speedy,1063,52,2011-08-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1045,53,2011-08-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,1045,54,2011-08-01T00:00:00.000Z
Talk:Haplogroup_J-M267,994,55,2011-08-01T00:00:00.000Z
Project:Arbitration/Requests/Enforcement,979,56,2011-08-01T00:00:00.000Z
Template talk:Did_you_know,967,57,2011-08-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,962,58,2011-08-01T00:00:00.000Z
List_of_Deadliest_Warrior_episodes,951,59,2011-08-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,875,60,2011-08-01T00:00:00.000Z
Project:Tutorial_(historical)/Editing/sandbox,872,61,2011-08-01T00:00:00.000Z
Project:GLAM/British_Library/Philately,867,62,2011-08-01T00:00:00.000Z
Project:Huggle/Whitelist,854,63,2011-08-01T00:00:00.000Z
Project:Reference_desk/Entertainment,849,64,2011-08-01T00:00:00.000Z
2011_FIVB_Volleyball_World_Grand_Prix,844,65,2011-08-01T00:00:00.000Z
Rick_Perry,830,66,2011-08-01T00:00:00.000Z
Project talk:WikiProject_Football,802,67,2011-08-01T00:00:00.000Z
Portal:Current_events/Sports,782,68,2011-08-01T00:00:00.000Z
Project:Toolserver/status,778,69,2011-08-01T00:00:00.000Z
Project:Categories_for_discussion/Working,760,70,2011-08-01T00:00:00.000Z
Project:Village_pump_(policy),758,71,2011-08-01T00:00:00.000Z
Rise_of_the_Planet_of_the_Apes,758,72,2011-08-01T00:00:00.000Z
User:Scottywong/NPPdefcon,745,73,2011-08-01T00:00:00.000Z
Project:Reference_desk/Mathematics,743,74,2011-08-01T00:00:00.000Z
Swarcliffe,743,75,2011-08-01T00:00:00.000Z
Jeddah_Tower,739,76,2011-08-01T00:00:00.000Z
User talk:Fastily,737,77,2011-08-01T00:00:00.000Z
Muammar_Gaddafi,735,78,2011-08-01T00:00:00.000Z
User:JamesR/AdminStats,731,79,2011-08-01T00:00:00.000Z
Nome_Gold_Rush,704,80,2011-08-01T00:00:00.000Z
Project:Community_portal/Opentask,701,81,2011-08-01T00:00:00.000Z
Shooting_of_Mark_Duggan,692,82,2011-08-01T00:00:00.000Z
2011_southern_Israel_cross-border_attacks,691,83,2011-08-01T00:00:00.000Z
User:JaGa/Short_leaderboard,691,84,2011-08-01T00:00:00.000Z
User:Hchc2009/Sandbox2,677,85,2011-08-01T00:00:00.000Z
6th_Airborne_Division_in_Palestine,671,86,2011-08-01T00:00:00.000Z
Project:Media_copyright_questions,665,87,2011-08-01T00:00:00.000Z
SummerSlam_(2011),663,88,2011-08-01T00:00:00.000Z
,662,89,2011-08-01T00:00:00.000Z
Talk:Climatic_Research_Unit_email_controversy,660,90,2011-08-01T00:00:00.000Z
America's_Got_Talent_(season_6),654,91,2011-08-01T00:00:00.000Z
Hindley–Milner_type_system,651,92,2011-08-01T00:00:00.000Z
Project:WikiProject_Wikify/Drives/2011/August/Log,651,93,2011-08-01T00:00:00.000Z
Project:Village_pump_(technical),644,94,2011-08-01T00:00:00.000Z
Project:Requests_for_undeletion,633,95,2011-08-01T00:00:00.000Z
Haplogroup_J-M267,632,96,2011-08-01T00:00:00.000Z
2011–12_FC_Barcelona_season,629,97,2011-08-01T00:00:00.000Z
User talk:Qwyrxian,629,98,2011-08-01T00:00:00.000Z
Project talk:WikiProject_Military_history,628,99,2011-08-01T00:00:00.000Z
Talk:Anders_Behring_Breivik,628,100,2011-08-01T00:00:00.000Z
User:West.andrew.g/Dead_links,11956,1,2011-09-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,7837,2,2011-09-01T00:00:00.000Z
User:AmandaNP/UAA/Time,7522,3,2011-09-01T00:00:00.000Z
Project:Sandbox,7390,4,2011-09-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,6745,5,2011-09-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5568,6,2011-09-01T00:00:00.000Z
Project:Reference_desk/Science,4254,7,2011-09-01T00:00:00.000Z
Project:Reference_desk/Humanities,3599,8,2011-09-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,3582,9,2011-09-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3275,10,2011-09-01T00:00:00.000Z
Project:Help_desk,2790,11,2011-09-01T00:00:00.000Z
Project:Requests_for_page_protection,2665,12,2011-09-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,2056,13,2011-09-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,2015,14,2011-09-01T00:00:00.000Z
Project:In_the_news/Candidates,1926,15,2011-09-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,1767,16,2011-09-01T00:00:00.000Z
Spacemen_3,1666,17,2011-09-01T00:00:00.000Z
Project:Reference_desk/Language,1554,18,2011-09-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,1552,19,2011-09-01T00:00:00.000Z
Project:Reference_desk/Computing,1523,20,2011-09-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1502,21,2011-09-01T00:00:00.000Z
User:VeblenBot/SPERtable,1434,22,2011-09-01T00:00:00.000Z
User:VeblenBot/PERtable,1432,23,2011-09-01T00:00:00.000Z
User:X!/RfX_Report,1419,24,2011-09-01T00:00:00.000Z
Project:Administrators'_noticeboard,1396,25,2011-09-01T00:00:00.000Z
Project:Open_proxy_detection,1363,26,2011-09-01T00:00:00.000Z
Talk:Pregnancy,1270,27,2011-09-01T00:00:00.000Z
Portal:Current_events/Sports,1265,28,2011-09-01T00:00:00.000Z
2011_Atlantic_hurricane_season,1238,29,2011-09-01T00:00:00.000Z
Big_Brother_(British_series_12),1196,30,2011-09-01T00:00:00.000Z
User talk:ImageTaggingBot/log,1194,31,2011-09-01T00:00:00.000Z
User:Δ/Sandbox,1191,32,2011-09-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1133,33,2011-09-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1131,34,2011-09-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,1119,35,2011-09-01T00:00:00.000Z
Deaths_in_2011,1081,36,2011-09-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1073,37,2011-09-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1009,38,2011-09-01T00:00:00.000Z
Project:Requests_for_comment/Arbitration_Committee_Elections_December_2011,988,39,2011-09-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,966,40,2011-09-01T00:00:00.000Z
Project:Village_pump_(policy),957,41,2011-09-01T00:00:00.000Z
User talk:Jimbo_Wales,946,42,2011-09-01T00:00:00.000Z
Project:Tutorial_(historical)/Editing/sandbox,911,43,2011-09-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_13),876,44,2011-09-01T00:00:00.000Z
Project:Arbitration/Requests/Enforcement,863,45,2011-09-01T00:00:00.000Z
Project talk:Did_you_know,856,46,2011-09-01T00:00:00.000Z
2011_US_Open_(tennis),855,47,2011-09-01T00:00:00.000Z
Project:Good_article_nominations,855,48,2011-09-01T00:00:00.000Z
Lokomotiv_Yaroslavl_plane_crash,853,49,2011-09-01T00:00:00.000Z
Klondike_Gold_Rush,826,50,2011-09-01T00:00:00.000Z
Project:Changing_username/Simple,811,51,2011-09-01T00:00:00.000Z
List_of_Deadliest_Warrior_episodes,805,52,2011-09-01T00:00:00.000Z
Project:WikiProject_Guild_of_Copy_Editors/Backlog_elimination_drives/September_2011,804,53,2011-09-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,800,54,2011-09-01T00:00:00.000Z
User:Dolphin51/Sandbox2,799,55,2011-09-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,796,56,2011-09-01T00:00:00.000Z
2011_FIFA_Beach_Soccer_World_Cup,786,57,2011-09-01T00:00:00.000Z
Project:Village_pump_(proposals),782,58,2011-09-01T00:00:00.000Z
User talk:Fastily,782,59,2011-09-01T00:00:00.000Z
2011_Asian_Women's_Volleyball_Championship,774,60,2011-09-01T00:00:00.000Z
Project:Reference_desk/Entertainment,764,61,2011-09-01T00:00:00.000Z
User:Σ/CSDlog,741,62,2011-09-01T00:00:00.000Z
2011_Rugby_World_Cup,737,63,2011-09-01T00:00:00.000Z
"Project:School_and_university_projects/Polytechnic_of_Namibia/Information_Competence,_September_2011",735,64,2011-09-01T00:00:00.000Z
Project:Reference_desk/Mathematics,726,65,2011-09-01T00:00:00.000Z
Project:Toolserver/status,721,66,2011-09-01T00:00:00.000Z
Project talk:Verifiability/First_sentence,716,67,2011-09-01T00:00:00.000Z
Template:AfC_statistics,711,68,2011-09-01T00:00:00.000Z
2011_FIBA_Asia_Championship,707,69,2011-09-01T00:00:00.000Z
Project:Community_portal/Opentask,698,70,2011-09-01T00:00:00.000Z
User:JamesR/AdminStats,697,71,2011-09-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,695,72,2011-09-01T00:00:00.000Z
User:TedderBot/CurrentPruneBot/census,694,73,2011-09-01T00:00:00.000Z
User:JaGa/Short_leaderboard,692,74,2011-09-01T00:00:00.000Z
Project:Village_pump_(technical),683,75,2011-09-01T00:00:00.000Z
User talk:Emiattias,683,76,2011-09-01T00:00:00.000Z
Take_Care_(album),677,77,2011-09-01T00:00:00.000Z
User:Scottywong/NPPdefcon,677,78,2011-09-01T00:00:00.000Z
Talk:Nazism,672,79,2011-09-01T00:00:00.000Z
Template talk:Did_you_know,662,80,2011-09-01T00:00:00.000Z
Project:Categories_for_discussion/Speedy,658,81,2011-09-01T00:00:00.000Z
EuroBasket_2011,657,82,2011-09-01T00:00:00.000Z
Project talk:WikiProject_Football,653,83,2011-09-01T00:00:00.000Z
Project talk:WikiProject_Ireland_Collaboration,652,84,2011-09-01T00:00:00.000Z
Talk:Chinese_civilization,652,85,2011-09-01T00:00:00.000Z
2011_Pacific_typhoon_season,641,86,2011-09-01T00:00:00.000Z
Troy_Davis,639,87,2011-09-01T00:00:00.000Z
Project:Requests_for_undeletion,637,88,2011-09-01T00:00:00.000Z
Project:WikiProject_Images_and_Media/Commons/Drives/Sep_2011/Logs,635,89,2011-09-01T00:00:00.000Z
Talk:Mass_killings_under_communist_regimes,632,90,2011-09-01T00:00:00.000Z
Talk:Militant_atheism,631,91,2011-09-01T00:00:00.000Z
Big_Brother_13_(American_season),626,92,2011-09-01T00:00:00.000Z
2011_Men's_European_Volleyball_Championship,623,93,2011-09-01T00:00:00.000Z
Project:Main_Page/Errors,619,94,2011-09-01T00:00:00.000Z
User talk:Eric_Corbett,605,95,2011-09-01T00:00:00.000Z
Talk:Boris_Berezovsky_(businessman),598,96,2011-09-01T00:00:00.000Z
Project:Wikiquette_assistance,597,97,2011-09-01T00:00:00.000Z
Talk:September_11_attacks,596,98,2011-09-01T00:00:00.000Z
Project:Sockpuppet_investigations/SPI/Subpage_-_Open_suspected_sockpuppet_investigations,588,99,2011-09-01T00:00:00.000Z
Project:Verifiability/First_sentence,583,100,2011-09-01T00:00:00.000Z
User:West.andrew.g/Dead_links,18140,1,2011-10-01T00:00:00.000Z
Project:Sandbox,8239,2,2011-10-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,7986,3,2011-10-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,6555,4,2011-10-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5822,5,2011-10-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,3875,6,2011-10-01T00:00:00.000Z
Project:Reference_desk/Science,3253,7,2011-10-01T00:00:00.000Z
Occupy_Wall_Street,3230,8,2011-10-01T00:00:00.000Z
Project:Reference_desk/Humanities,3220,9,2011-10-01T00:00:00.000Z
Talk:Occupy_Wall_Street,3160,10,2011-10-01T00:00:00.000Z
Project:Requests_for_page_protection,2809,11,2011-10-01T00:00:00.000Z
Project:Help_desk,2698,12,2011-10-01T00:00:00.000Z
Project:In_the_news/Candidates,2540,13,2011-10-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,2318,14,2011-10-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2151,15,2011-10-01T00:00:00.000Z
Project:Village_pump_(technical),1904,16,2011-10-01T00:00:00.000Z
Project:Reference_desk/Language,1848,17,2011-10-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,1789,18,2011-10-01T00:00:00.000Z
User:AmandaNP/UAA/Time,1738,19,2011-10-01T00:00:00.000Z
"User:DadrianT,Esq/County_Surveyor_draft_page",1709,20,2011-10-01T00:00:00.000Z
User talk:ImageTaggingBot/log,1664,21,2011-10-01T00:00:00.000Z
Project:Village_pump_(proposals),1644,22,2011-10-01T00:00:00.000Z
Project:Usernames_for_administrator_attention/Bot,1635,23,2011-10-01T00:00:00.000Z
Project:Administrators'_noticeboard,1604,24,2011-10-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1594,25,2011-10-01T00:00:00.000Z
Project talk:Verifiability,1517,26,2011-10-01T00:00:00.000Z
User:VeblenBot/SPERtable,1465,27,2011-10-01T00:00:00.000Z
User:VeblenBot/PERtable,1456,28,2011-10-01T00:00:00.000Z
User:X!/RfX_Report,1441,29,2011-10-01T00:00:00.000Z
Steve_Jobs,1431,30,2011-10-01T00:00:00.000Z
Project:Open_proxy_detection,1429,31,2011-10-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,1414,32,2011-10-01T00:00:00.000Z
Project:Reference_desk/Computing,1348,33,2011-10-01T00:00:00.000Z
Ra.One,1308,34,2011-10-01T00:00:00.000Z
User talk:Fastily,1247,35,2011-10-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,1142,36,2011-10-01T00:00:00.000Z
Deaths_in_2011,1130,37,2011-10-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_13),1116,38,2011-10-01T00:00:00.000Z
IPhone_4S,1105,39,2011-10-01T00:00:00.000Z
Template:AfC_statistics,1092,40,2011-10-01T00:00:00.000Z
Vengeance_(2011),1088,41,2011-10-01T00:00:00.000Z
The_X_Factor_(British_series_8),1079,42,2011-10-01T00:00:00.000Z
List_of_Occupy_movement_protest_locations,1058,43,2011-10-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1058,44,2011-10-01T00:00:00.000Z
Talk:Evolution,1058,45,2011-10-01T00:00:00.000Z
User:Δ/Sandbox,1039,46,2011-10-01T00:00:00.000Z
User:ChzzBot_IV/log,1022,47,2011-10-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,1010,48,2011-10-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1006,49,2011-10-01T00:00:00.000Z
Take_Care_(album),998,50,2011-10-01T00:00:00.000Z
2011_World_Series,974,51,2011-10-01T00:00:00.000Z
Project:Dashboard/Requested_moves,974,52,2011-10-01T00:00:00.000Z
Project:Good_article_nominations,974,53,2011-10-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,933,54,2011-10-01T00:00:00.000Z
Talk:Murder_of_Meredith_Kercher,933,55,2011-10-01T00:00:00.000Z
Project:Tutorial_(historical)/Editing/sandbox,931,56,2011-10-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,918,57,2011-10-01T00:00:00.000Z
Muammar_Gaddafi,906,58,2011-10-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,883,59,2011-10-01T00:00:00.000Z
Murder_of_Meredith_Kercher,882,60,2011-10-01T00:00:00.000Z
User talk:Jimbo_Wales,880,61,2011-10-01T00:00:00.000Z
Project:Arbitration/Requests/Enforcement,840,62,2011-10-01T00:00:00.000Z
Project:Changing_username/Simple,831,63,2011-10-01T00:00:00.000Z
UFC_137,829,64,2011-10-01T00:00:00.000Z
United_States_at_the_2011_Pan_American_Games_(details),829,65,2011-10-01T00:00:00.000Z
Birth_control_movement_in_the_United_States,822,66,2011-10-01T00:00:00.000Z
Talk:Main_Page,779,67,2011-10-01T00:00:00.000Z
Talk:Sega_Genesis,779,68,2011-10-01T00:00:00.000Z
Project:WikiProject_Wikify/Drives/2011/October/Log,766,69,2011-10-01T00:00:00.000Z
Portal:Current_events/Sports,759,70,2011-10-01T00:00:00.000Z
Strictly_Come_Dancing_(series_9),750,71,2011-10-01T00:00:00.000Z
Talk:Men's_rights_movement,738,72,2011-10-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,735,73,2011-10-01T00:00:00.000Z
Project:Requests_for_undeletion,734,74,2011-10-01T00:00:00.000Z
Death_of_Muammar_Gaddafi,730,75,2011-10-01T00:00:00.000Z
Project:Toolserver/status,729,76,2011-10-01T00:00:00.000Z
User talk:Kudpung,729,77,2011-10-01T00:00:00.000Z
Project:Reference_desk/Mathematics,721,78,2011-10-01T00:00:00.000Z
Template talk:Did_you_know,720,79,2011-10-01T00:00:00.000Z
Big_Brother_(British_series_12),707,80,2011-10-01T00:00:00.000Z
Occupy_movement,705,81,2011-10-01T00:00:00.000Z
User:TedderBot/CurrentPruneBot/census,699,82,2011-10-01T00:00:00.000Z
